,ACC,trial_id,Learning Method,training_size,partition_random_state,currerent_fold,data_percentage,batch_size,layer_model,lr,iter,total time (s),val_loss,train_acc,train_loss,time_this_iter_s,should_checkpoint,done,timesteps_total,episodes_total,experiment_id,date,timestamp,pid,hostname,node_ip,time_since_restore,timesteps_since_restore,iterations_since_restore,warmup_time,experiment_tag,config/args,config/lr,config/layer_index,config/model_name
1464,82.3893585205078,f6f12_00010,TCL DLH,800,1,4,0.003646507557387,32,"[5, 'TCL']",0.000159053898713,10,3470.70335364342,0.404203241755779,85.7300872802734,0.350132917408395,350.799750089645,True,True,,,9cb11f4d7f414c92a8e2e48bc5cd0c65,2023-04-30_19-18-03,1682907483,5105,ip-172-31-29-67,172.31.29.67,3470.70335364342,0,10,0.004138231277466,"10_batch_size=32,currerent_fold=4,data_percentage=0.0036,layer_model=5_TCL,lr=0.0002,partition_random_state=1,training_size=800","Namespace(smoke_test=False, root_dir='/cascade_transfer_learning_medical/Breast_Histopathology_Images', network_address='/cascade_transfer_learning_medical/model/sourcemodel/SourceNetwork', save_folder=None, name='test_result', dataset='IDC', n_class=2, n_split=5, max_iter=10, print_freq=1000, n_gpu=1.0, num_worker=8, ray_address='auto')",0.000159053898713,5,TCL
1465,74.063606262207,f6f12_00011,TCL DLH,800,1,1,0.003646507557387,32,"[6, 'TCL']",0.046825179584338,10,5117.45747375488,0.541982930744794,75.2956619262695,0.514891426329857,506.620022773743,True,True,,,85b1b6169d914d6c927dcd9fdfe155de,2023-04-30_19-51-11,1682909471,9837,ip-172-31-20-21,172.31.20.21,5117.45747375488,0,10,0.00355863571167,"11_batch_size=32,currerent_fold=1,data_percentage=0.0036,layer_model=6_TCL,lr=0.0468,partition_random_state=1,training_size=800","Namespace(smoke_test=False, root_dir='/cascade_transfer_learning_medical/Breast_Histopathology_Images', network_address='/cascade_transfer_learning_medical/model/sourcemodel/SourceNetwork', save_folder=None, name='test_result', dataset='IDC', n_class=2, n_split=5, max_iter=10, print_freq=1000, n_gpu=1.0, num_worker=8, ray_address='auto')",0.046825179584338,6,TCL
1466,26.2368965148926,f6f12_00012,TCL DLH,400,2,2,0.001823253778693,16,"[3, 'TCL']",0.020239591686321,10,4727.61148309708,0.738000170672904,53.5353546142578,1.71373286150923,459.420941591263,True,True,,,5495b9014c024df8afc5ab96838a3ce8,2023-04-30_19-49-05,1682909345,5127,ip-172-31-28-134,172.31.28.134,4727.61148309708,0,10,0.004055261611938,"12_batch_size=16,currerent_fold=2,data_percentage=0.0018,layer_model=3_TCL,lr=0.0202,partition_random_state=2,training_size=400","Namespace(smoke_test=False, root_dir='/cascade_transfer_learning_medical/Breast_Histopathology_Images', network_address='/cascade_transfer_learning_medical/model/sourcemodel/SourceNetwork', save_folder=None, name='test_result', dataset='IDC', n_class=2, n_split=5, max_iter=10, print_freq=1000, n_gpu=1.0, num_worker=8, ray_address='auto')",0.020239591686321,3,TCL
1467,76.0488510131836,f6f12_00013,TCL DLH,400,0,4,0.001823253778693,32,"[4, 'TCL']",0.000198197855881,10,3563.28335595131,0.486138281051313,84.2920379638672,0.345025149726235,347.763959407806,True,True,,,18a31e622c04479195b19b1a75ca9116,2023-04-30_19-32-50,1682908370,5116,ip-172-31-28-214,172.31.28.214,3563.28335595131,0,10,0.003883600234985,"13_batch_size=32,currerent_fold=4,data_percentage=0.0018,layer_model=4_TCL,lr=0.0002,partition_random_state=0,training_size=400","Namespace(smoke_test=False, root_dir='/cascade_transfer_learning_medical/Breast_Histopathology_Images', network_address='/cascade_transfer_learning_medical/model/sourcemodel/SourceNetwork', save_folder=None, name='test_result', dataset='IDC', n_class=2, n_split=5, max_iter=10, print_freq=1000, n_gpu=1.0, num_worker=8, ray_address='auto')",0.000198197855881,4,TCL
1468,74.0289611816406,f6f12_00014,TCL DLH,400,0,4,0.001823253778693,8,"[5, 'TCL']",0.009580867026992,10,5176.32372713089,0.547437448086315,68.5840682983398,0.603951626646835,500.044863462448,True,True,,,8c2c4a78f6d34c8498e486257cc1c67b,2023-04-30_20-03-33,1682910213,5107,ip-172-31-22-10,172.31.22.10,5176.32372713089,0,10,0.00375247001648,"14_batch_size=8,currerent_fold=4,data_percentage=0.0018,layer_model=5_TCL,lr=0.0096,partition_random_state=0,training_size=400","Namespace(smoke_test=False, root_dir='/cascade_transfer_learning_medical/Breast_Histopathology_Images', network_address='/cascade_transfer_learning_medical/model/sourcemodel/SourceNetwork', save_folder=None, name='test_result', dataset='IDC', n_class=2, n_split=5, max_iter=10, print_freq=1000, n_gpu=1.0, num_worker=8, ray_address='auto')",0.009580867026992,5,TCL
1469,81.7761993408203,f6f12_00015,TCL DLH,400,0,1,0.001823253778693,64,"[6, 'TCL']",6.02636147549764E-05,10,5235.9891974926,0.439994330561867,76.8421096801758,0.47660222241753,526.492939949036,True,True,,,6713d99569b24b72ad2772341e949955,2023-04-30_20-20-56,1682911256,5115,ip-172-31-17-230,172.31.17.230,5235.9891974926,0,10,0.003828763961792,"15_batch_size=64,currerent_fold=1,data_percentage=0.0018,layer_model=6_TCL,lr=0.0001,partition_random_state=0,training_size=400","Namespace(smoke_test=False, root_dir='/cascade_transfer_learning_medical/Breast_Histopathology_Images', network_address='/cascade_transfer_learning_medical/model/sourcemodel/SourceNetwork', save_folder=None, name='test_result', dataset='IDC', n_class=2, n_split=5, max_iter=10, print_freq=1000, n_gpu=1.0, num_worker=8, ray_address='auto')",6.02636147549764E-05,6,TCL
1470,68.9791793823242,f6f12_00016,TCL DLH,600,2,1,0.00273488066804,8,"[3, 'TCL']",0.062581047982373,10,7392.48692917824,0.686846569836747,55.166374206543,0.949015438139126,742.531482696533,True,True,,,28ccc3bbe5bb4345b565d84587bfdb9b,2023-04-30_21-21-22,1682914882,9740,ip-172-31-29-67,172.31.29.67,7392.48692917824,0,10,0.00397515296936,"16_batch_size=8,currerent_fold=1,data_percentage=0.0027,layer_model=3_TCL,lr=0.0626,partition_random_state=2,training_size=600","Namespace(smoke_test=False, root_dir='/cascade_transfer_learning_medical/Breast_Histopathology_Images', network_address='/cascade_transfer_learning_medical/model/sourcemodel/SourceNetwork', save_folder=None, name='test_result', dataset='IDC', n_class=2, n_split=5, max_iter=10, print_freq=1000, n_gpu=1.0, num_worker=8, ray_address='auto')",0.062581047982373,3,TCL
1471,30.9756565093994,f6f12_00017,TCL DLH,600,1,1,0.00273488066804,64,"[4, 'TCL']",0.061774567887587,10,5436.88211417198,1.10294832290239,47.9859886169434,0.692747606600646,555.243052721024,True,True,,,6c7684f849cc45b6899ea8b7e572402e,2023-04-30_21-03-35,1682913815,9745,ip-172-31-28-214,172.31.28.214,5436.88211417198,0,10,0.004266500473022,"17_batch_size=64,currerent_fold=1,data_percentage=0.0027,layer_model=4_TCL,lr=0.0618,partition_random_state=1,training_size=600","Namespace(smoke_test=False, root_dir='/cascade_transfer_learning_medical/Breast_Histopathology_Images', network_address='/cascade_transfer_learning_medical/model/sourcemodel/SourceNetwork', save_folder=None, name='test_result', dataset='IDC', n_class=2, n_split=5, max_iter=10, print_freq=1000, n_gpu=1.0, num_worker=8, ray_address='auto')",0.061774567887587,4,TCL
1472,78.6743774414063,f6f12_00018,TCL DLH,600,1,4,0.00273488066804,32,"[5, 'TCL']",0.00032287955437,10,3474.08994865417,0.432288597680861,83.6283187866211,0.382918184881365,339.309182405472,True,True,,,c2b150019db34292967b67c56017d42b,2023-04-30_20-34-42,1682912082,9748,ip-172-31-22-47,172.31.22.47,3474.08994865417,0,10,0.003793716430664,"18_batch_size=32,currerent_fold=4,data_percentage=0.0027,layer_model=5_TCL,lr=0.0003,partition_random_state=1,training_size=600","Namespace(smoke_test=False, root_dir='/cascade_transfer_learning_medical/Breast_Histopathology_Images', network_address='/cascade_transfer_learning_medical/model/sourcemodel/SourceNetwork', save_folder=None, name='test_result', dataset='IDC', n_class=2, n_split=5, max_iter=10, print_freq=1000, n_gpu=1.0, num_worker=8, ray_address='auto')",0.00032287955437,5,TCL
1473,68.3631591796875,f6f12_00019,TCL DLH,600,1,2,0.00273488066804,32,"[6, 'TCL']",0.000185725137321,10,5213.97165989876,0.619077283217225,87.2268905639649,0.299532106643965,520.756843090057,True,True,,,4460ecc71052460896f35294a4c97296,2023-04-30_21-04-43,1682913883,9782,ip-172-31-23-30,172.31.23.30,5213.97165989876,0,10,0.003790616989136,"19_batch_size=32,currerent_fold=2,data_percentage=0.0027,layer_model=6_TCL,lr=0.0002,partition_random_state=1,training_size=600","Namespace(smoke_test=False, root_dir='/cascade_transfer_learning_medical/Breast_Histopathology_Images', network_address='/cascade_transfer_learning_medical/model/sourcemodel/SourceNetwork', save_folder=None, name='test_result', dataset='IDC', n_class=2, n_split=5, max_iter=10, print_freq=1000, n_gpu=1.0, num_worker=8, ray_address='auto')",0.000185725137321,6,TCL
1474,83.2068328857422,f6f12_00020,TCL DLH,800,2,1,0.003646507557387,8,"[3, 'TCL']",1.88959945291298E-05,10,7398.86202955246,0.367970243289343,82.3915863037109,0.398554387214776,754.442750453949,True,True,,,4196cf6b598c49929785ca128c7e7499,2023-04-30_21-52-32,1682916752,9759,ip-172-31-28-134,172.31.28.134,7398.86202955246,0,10,0.003957271575928,"20_batch_size=8,currerent_fold=1,data_percentage=0.0036,layer_model=3_TCL,lr=0.0000,partition_random_state=2,training_size=800","Namespace(smoke_test=False, root_dir='/cascade_transfer_learning_medical/Breast_Histopathology_Images', network_address='/cascade_transfer_learning_medical/model/sourcemodel/SourceNetwork', save_folder=None, name='test_result', dataset='IDC', n_class=2, n_split=5, max_iter=10, print_freq=1000, n_gpu=1.0, num_worker=8, ray_address='auto')",1.88959945291298E-05,3,TCL
1475,84.3752288818359,f6f12_00021,TCL DLH,800,0,1,0.003646507557387,16,"[4, 'TCL']",0.00039378980775,10,5165.53069782257,0.375383027095132,83.9684600830078,0.364148632494755,520.322134494782,True,True,,,cbd2071649914eac8916449c5defefb5,2023-04-30_21-17-21,1682914641,16417,ip-172-31-20-21,172.31.20.21,5165.53069782257,0,10,0.0035240650177,"21_batch_size=16,currerent_fold=1,data_percentage=0.0036,layer_model=4_TCL,lr=0.0004,partition_random_state=0,training_size=800","Namespace(smoke_test=False, root_dir='/cascade_transfer_learning_medical/Breast_Histopathology_Images', network_address='/cascade_transfer_learning_medical/model/sourcemodel/SourceNetwork', save_folder=None, name='test_result', dataset='IDC', n_class=2, n_split=5, max_iter=10, print_freq=1000, n_gpu=1.0, num_worker=8, ray_address='auto')",0.00039378980775,4,TCL
1476,81.226692199707,f6f12_00022,TCL DLH,800,2,3,0.003646507557387,16,"[5, 'TCL']",0.001357490846929,10,4291.44330787659,0.467117021759789,81.1455841064453,0.439457354084689,441.997987985611,True,True,,,17352b2df7f04001bbd150694019341b,2023-04-30_21-15-12,1682914512,9741,ip-172-31-22-10,172.31.22.10,4291.44330787659,0,10,0.004194498062134,"22_batch_size=16,currerent_fold=3,data_percentage=0.0036,layer_model=5_TCL,lr=0.0014,partition_random_state=2,training_size=800","Namespace(smoke_test=False, root_dir='/cascade_transfer_learning_medical/Breast_Histopathology_Images', network_address='/cascade_transfer_learning_medical/model/sourcemodel/SourceNetwork', save_folder=None, name='test_result', dataset='IDC', n_class=2, n_split=5, max_iter=10, print_freq=1000, n_gpu=1.0, num_worker=8, ray_address='auto')",0.001357490846929,5,TCL
1477,74.8047027587891,f6f12_00023,TCL DLH,800,0,2,0.003646507557387,64,"[6, 'TCL']",0.003808127476937,10,4885.91913509369,0.522071259475211,83.7326583862305,0.366551021233784,486.119289875031,True,True,,,54da27562422452685971d86ae5e6d75,2023-04-30_21-42-29,1682916149,9708,ip-172-31-17-230,172.31.17.230,4885.91913509369,0,10,0.004340410232544,"23_batch_size=64,currerent_fold=2,data_percentage=0.0036,layer_model=6_TCL,lr=0.0038,partition_random_state=0,training_size=800","Namespace(smoke_test=False, root_dir='/cascade_transfer_learning_medical/Breast_Histopathology_Images', network_address='/cascade_transfer_learning_medical/model/sourcemodel/SourceNetwork', save_folder=None, name='test_result', dataset='IDC', n_class=2, n_split=5, max_iter=10, print_freq=1000, n_gpu=1.0, num_worker=8, ray_address='auto')",0.003808127476937,6,TCL
1478,82.3188552856445,f6f12_00024,TCL DLH,400,0,0,0.001823253778693,16,"[3, 'TCL']",6.07382288180199E-05,10,5171.59311342239,0.397275015931291,83.1550827026367,0.415179896243116,512.113844633102,True,True,,,b493dcd49dc444a48f9acb97f539c8c4,2023-04-30_22-01-00,1682917260,14376,ip-172-31-22-47,172.31.22.47,5171.59311342239,0,10,0.003814458847046,"24_batch_size=16,currerent_fold=0,data_percentage=0.0018,layer_model=3_TCL,lr=0.0001,partition_random_state=0,training_size=400","Namespace(smoke_test=False, root_dir='/cascade_transfer_learning_medical/Breast_Histopathology_Images', network_address='/cascade_transfer_learning_medical/model/sourcemodel/SourceNetwork', save_folder=None, name='test_result', dataset='IDC', n_class=2, n_split=5, max_iter=10, print_freq=1000, n_gpu=1.0, num_worker=8, ray_address='auto')",6.07382288180199E-05,3,TCL
1479,80.6266021728516,f6f12_00025,TCL DLH,400,1,4,0.001823253778693,32,"[4, 'TCL']",0.006187352076179,10,3767.90764689445,0.422955002333721,78.5398254394531,0.510820055429914,378.650683641434,True,True,,,f123be71daa14e588bde237d625c903e,2023-04-30_22-06-29,1682917589,14387,ip-172-31-28-214,172.31.28.214,3767.90764689445,0,10,0.004152774810791,"25_batch_size=32,currerent_fold=4,data_percentage=0.0018,layer_model=4_TCL,lr=0.0062,partition_random_state=1,training_size=400","Namespace(smoke_test=False, root_dir='/cascade_transfer_learning_medical/Breast_Histopathology_Images', network_address='/cascade_transfer_learning_medical/model/sourcemodel/SourceNetwork', save_folder=None, name='test_result', dataset='IDC', n_class=2, n_split=5, max_iter=10, print_freq=1000, n_gpu=1.0, num_worker=8, ray_address='auto')",0.006187352076179,4,TCL
1480,70.9538879394531,f6f12_00026,TCL DLH,400,0,0,0.001823253778693,16,"[5, 'TCL']",0.040162918499851,10,5742.49050140381,0.681078093520544,48.6631011962891,0.705740249093204,575.088119983673,True,True,,,2ed56620d4b84efc89900c566ce20aa2,2023-04-30_22-40-32,1682919632,14416,ip-172-31-23-30,172.31.23.30,5742.49050140381,0,10,0.00422191619873,"26_batch_size=16,currerent_fold=0,data_percentage=0.0018,layer_model=5_TCL,lr=0.0402,partition_random_state=0,training_size=400","Namespace(smoke_test=False, root_dir='/cascade_transfer_learning_medical/Breast_Histopathology_Images', network_address='/cascade_transfer_learning_medical/model/sourcemodel/SourceNetwork', save_folder=None, name='test_result', dataset='IDC', n_class=2, n_split=5, max_iter=10, print_freq=1000, n_gpu=1.0, num_worker=8, ray_address='auto')",0.040162918499851,5,TCL
1481,65.1097717285156,f6f12_00027,TCL DLH,400,2,1,0.001823253778693,32,"[6, 'TCL']",0.015821823045645,10,5168.5879919529,0.738726570954255,77.8947372436523,0.455519474807538,518.9693338871,True,True,,,4600a9600970429cb67a7016676effb4,2023-04-30_22-41-27,1682919687,14371,ip-172-31-22-10,172.31.22.10,5168.5879919529,0,10,0.003855466842651,"27_batch_size=32,currerent_fold=1,data_percentage=0.0018,layer_model=6_TCL,lr=0.0158,partition_random_state=2,training_size=400","Namespace(smoke_test=False, root_dir='/cascade_transfer_learning_medical/Breast_Histopathology_Images', network_address='/cascade_transfer_learning_medical/model/sourcemodel/SourceNetwork', save_folder=None, name='test_result', dataset='IDC', n_class=2, n_split=5, max_iter=10, print_freq=1000, n_gpu=1.0, num_worker=8, ray_address='auto')",0.015821823045645,6,TCL
1482,79.9108657836914,f6f12_00028,TCL DLH,600,1,2,0.00273488066804,32,"[3, 'TCL']",0.000829007923771,10,4653.87184929848,0.53324136519707,84.2016830444336,0.34084728290053,460.550740242004,True,True,,,9850b3d98c0e487d8b4bcba25fa1389a,2023-04-30_22-34-59,1682919299,23243,ip-172-31-20-21,172.31.20.21,4653.87184929848,0,10,0.003799915313721,"28_batch_size=32,currerent_fold=2,data_percentage=0.0027,layer_model=3_TCL,lr=0.0008,partition_random_state=1,training_size=600","Namespace(smoke_test=False, root_dir='/cascade_transfer_learning_medical/Breast_Histopathology_Images', network_address='/cascade_transfer_learning_medical/model/sourcemodel/SourceNetwork', save_folder=None, name='test_result', dataset='IDC', n_class=2, n_split=5, max_iter=10, print_freq=1000, n_gpu=1.0, num_worker=8, ray_address='auto')",0.000829007923771,3,TCL
1483,77.5639343261719,f6f12_00029,TCL DLH,600,1,2,0.00273488066804,16,"[4, 'TCL']",0.005212416053248,10,4763.4016623497,0.493428681118152,86.2184906005859,0.354658762929069,466.945139408112,True,True,,,3847c6b0f6144aca998f3c41a40a1778,2023-04-30_22-40-52,1682919652,14380,ip-172-31-29-67,172.31.29.67,4763.4016623497,0,10,0.003902912139893,"29_batch_size=16,currerent_fold=2,data_percentage=0.0027,layer_model=4_TCL,lr=0.0052,partition_random_state=1,training_size=600","Namespace(smoke_test=False, root_dir='/cascade_transfer_learning_medical/Breast_Histopathology_Images', network_address='/cascade_transfer_learning_medical/model/sourcemodel/SourceNetwork', save_folder=None, name='test_result', dataset='IDC', n_class=2, n_split=5, max_iter=10, print_freq=1000, n_gpu=1.0, num_worker=8, ray_address='auto')",0.005212416053248,4,TCL
1484,56.9401588439941,f6f12_00030,TCL DLH,600,1,0,0.00273488066804,32,"[5, 'TCL']",0.0468945429522,10,5224.89736294746,0.620150545918096,71.5302505493164,0.603798759577537,527.223143339157,True,True,,,cd5c29f557364f21897972e8fe491c0c,2023-04-30_23-09-41,1682921381,14346,ip-172-31-17-230,172.31.17.230,5224.89736294746,0,10,0.004252195358276,"30_batch_size=32,currerent_fold=0,data_percentage=0.0027,layer_model=5_TCL,lr=0.0469,partition_random_state=1,training_size=600","Namespace(smoke_test=False, root_dir='/cascade_transfer_learning_medical/Breast_Histopathology_Images', network_address='/cascade_transfer_learning_medical/model/sourcemodel/SourceNetwork', save_folder=None, name='test_result', dataset='IDC', n_class=2, n_split=5, max_iter=10, print_freq=1000, n_gpu=1.0, num_worker=8, ray_address='auto')",0.0468945429522,5,TCL
1485,70.9066390991211,f6f12_00031,TCL DLH,600,1,0,0.00273488066804,8,"[6, 'TCL']",0.020776845683811,10,7844.02016544342,0.674153689588798,53.2028465270996,0.693582207706899,779.691272735596,True,True,,,7d9f9b47199345f98f707f8ff2472481,2023-05-01_00-03-24,1682924604,14399,ip-172-31-28-134,172.31.28.134,7844.02016544342,0,10,0.003899335861206,"31_batch_size=8,currerent_fold=0,data_percentage=0.0027,layer_model=6_TCL,lr=0.0208,partition_random_state=1,training_size=600","Namespace(smoke_test=False, root_dir='/cascade_transfer_learning_medical/Breast_Histopathology_Images', network_address='/cascade_transfer_learning_medical/model/sourcemodel/SourceNetwork', save_folder=None, name='test_result', dataset='IDC', n_class=2, n_split=5, max_iter=10, print_freq=1000, n_gpu=1.0, num_worker=8, ray_address='auto')",0.020776845683811,6,TCL
